State,  Time, Number_of _Trial
0 0 0 0	0	0
-7.4e-005 -0.007444 0 0	0.02	6
1.7e-005 0.016504 0 0	0.04	6
0.000273  0.00906 0 0	0.06	7
0.000223 -0.01408 0 0	0.08	8
 2.4e-005 -0.005828 0 0	0.1	16
-0.000167 -0.013272 0 0	0.12	15
-0.00035 -0.00502 0 0	0.14	16
-0.000525 -0.012464 0 0	0.16	15
-0.000535  0.011484 0 0	0.18	13
-0.00038  0.00404 0 0	0.2	10
-0.000374 -0.003404 0 0	0.22	10
-0.00036 0.004848 0 0	0.24	10
-0.000259  0.005252 0 0	0.26	9
-0.00015 0.005656 0 0	0.28	9
-3.3e-005   0.00606 0 0	0.3	13
 1.4e-005 -0.001384 0 0	0.32	13
-8.8e-005 -0.008828 0 0	0.34	12
-0.000182 -0.000576 0 0	0.36	16
-0.000189 -0.000172 0 0	0.38	16
-0.00011  0.00808 0 0	0.4	11
-0.000101 -0.007212 0 0	0.42	19
-0.000185 -0.001188 0 0	0.44	9
-0.000384 -0.018708 0 0	0.46	6
-0.000776 -0.020532 0 0	0.48	10
-0.001205 -0.022356 0 0	0.5	11
-0.001592 -0.016332 0 0	0.52	11
-0.001858 -0.010308 0 0	0.54	12
-0.001925  0.003564 0 0	0.56	11
-0.001872   0.00174 0 0	0.58	13
-0.001777  0.007764 0 0	0.6	11
-0.001718 -0.001908 0 0	0.62	11
-0.001696  0.004116 0 0	0.64	13
-0.001789 -0.013404 0 0	0.66	12
-0.001918  0.000468 0 0	0.68	12
-0.001848  0.006492 0 0	0.7	15
-0.001815  -0.00318 0 0	0.72	13
-0.00174 0.010692 0 0	0.74	15
-0.001701 -0.006828 0 0	0.76	13
-0.001699  0.007044 0 0	0.78	20
-0.001812 -0.018324 0 0	0.8	15
-0.001961  0.003396 0 0	0.82	15
 -0.00199 -0.006276 0 0	0.84	17
-0.002055 -0.000252 0 0	0.86	14
-0.002235 -0.017772 0 0	0.88	13
-0.002295  0.011796 0 0	0.9	15
-0.002077  0.009972 0 0	0.92	16
-0.001974    0.0003 0 0	0.94	18
-0.002143  -0.01722 0 0	0.96	16
-0.002427 -0.011196 0 0	0.98	14
-0.002434  0.010524 0 0	1	16
-0.00239897   -0.006996 1 0	1.02	16
-0.00224304    0.022572 1 0	1.04	4
-0.00165296    0.036444 1 0	1.06	6
-0.000784993     0.050316 1 0	1.08	6
0.000360012    0.064188 1 0	1.1	6
0.00186098   0.085908 1 0	1.12	5
0.00371802    0.09978 1 0	1.14	6
0.00585198   0.113652 1 0	1.16	6
0.00834203   0.135372 1 0	1.18	5
0.011188 0.149244 1 0	1.2	6
0.014312 0.163116 1 0	1.22	6
0.017713 0.176988 1 0	1.24	6
0.021391  0.19086 1 0	1.26	6
0.025425  0.21258 1 0	1.28	5
0.029894   0.2343 1 0	1.3	5
0.034797  0.25602 1 0	1.32	5
0.040056 0.269892 1 0	1.34	6
0.045593 0.283764 1 0	1.36	6
0.051407 0.297636 1 0	1.38	6
0.057577 0.319356 1 0	1.4	5
0.064103 0.333228 1 0	1.42	6
0.071103 0.366755 1 0	1.44	5
0.078852  0.40813 1 0	1.46	5
0.087193 0.425961 1 0	1.48	6
0.096126 0.467336 1 0	1.5	4
0.105886 0.508711 1 0	1.52	7
0.116239 0.526542 1 0	1.54	5
0.127027 0.552221 1 0	1.56	6
0.138328   0.5779 1 0	1.58	6
0.150221 0.611427 1 0	1.6	5
0.162706 0.637106 1 0	1.62	6
0.175705 0.662785 1 0	1.64	6
0.189296 0.696312 1 0	1.66	5
0.203557 0.729839 1 0	1.68	5
0.218489 0.763366 1 0	1.7	5
0.234013 0.789045 1 0	1.72	6
0.250208  0.83042 1 0	1.74	4
 0.26723 0.871795 1 0	1.76	7
0.285001 0.905322 1 0	1.78	7
0.303286 0.923153 1 0	1.8	6
0.322006 0.948832 1 0	1.82	6
0.341318 0.982359 1 0	1.84	5
0.361379  1.02373 1 0	1.86	4
0.382032  1.04156 1 0	1.88	6
0.403199  1.07509 1 0	1.9	5
0.425036  1.10862 1 0	1.92	5
0.447465   1.1343 1 0	1.94	6
0.470408  1.15998 1 0	1.96	6
0.493864  1.18566 1 0	1.98	6
0.517912  1.21918 1 0	2	5
0.542552  1.24486 1 0	2.02	6
0.567235  1.22345 1 0	2.04	7
0.591411   1.1942 1 0	2.06	6
0.615002  1.16494 1 0	2.08	6
0.638008  1.13568 1 0	2.1	6
0.660429  1.10643 1 0	2.12	6
0.682343  1.08502 1 0	2.14	5
0.703751  1.05576 1 0	2.16	6
0.724495  1.01865 1 0	2.18	7
0.744497 0.981549 1 0	2.2	6
0.763992 0.967988 1 0	2.22	7
0.782981 0.930883 1 0	2.24	6
0.801228 0.893778 1 0	2.26	6
0.818733 0.856673 1 0	2.28	6
0.835574 0.827416 1 0	2.3	5
 0.85183 0.798159 1 0	2.32	6
0.867501 0.768902 1 0	2.34	6
0.882586 0.739645 1 0	2.36	6
0.897086 0.710388 1 0	2.38	6
0.911158 0.696827 1 0	2.4	6
0.924959 0.683266 1 0	2.42	6
0.938266 0.647398 1 0	2.44	5
0.950777 0.603682 1 0	2.46	6
0.962649  0.58351 1 0	2.48	6
0.974039  0.55549 1 0	2.5	6
0.984869  0.52747 1 0	2.52	6
 0.99506 0.491602 1 0	2.54	5
 1.00461 0.463582 1 0	2.56	6
1.01368 0.44341 1 0	2.58	7
 1.02219 0.407542 1 0	2.6	5
 1.02998 0.371674 1 0	2.62	5
 1.03714 0.343654 1 0	2.64	6
 1.04373 0.315634 1 0	2.66	6
 1.04976 0.287614 1 0	2.68	6
 1.05516 0.251746 1 0	2.7	5
 1.05991 0.223726 1 0	2.72	6
 1.06418 0.203554 1 0	2.74	7
  1.0679 0.167686 1 0	2.76	5
 1.07097 0.139666 1 0	2.78	6
 1.07341 0.103798 1 0	2.8	5
 1.07528 0.083626 1 0	2.82	7
 1.07659 0.047758 1 0	2.84	5
1.07719 0.01189 1 0	2.86	5
 1.07715 -0.01613 1 0	2.88	6
 1.07654 -0.04415 1 0	2.9	6
  1.07522 -0.087866 1 0	2.92	4
  1.07326 -0.108038 1 0	2.94	6
  1.07067 -0.151754 1 0	2.96	4
  1.06743 -0.171926 1 0	2.98	10
  1.06379 -0.192098 1 0	3	12
 1.06014 -0.17303 1 0	3.02	16
  1.05671 -0.169658 1 0	3.04	17
  1.05359 -0.142742 1 0	3.06	18
 1.05077 -0.13937 1 0	3.08	8
 1.04809 -0.12815 1 0	3.1	12
  1.04548 -0.132626 1 0	3.12	12
  1.04287 -0.129254 1 0	3.14	15
  1.04039 -0.118034 1 0	3.16	15
 1.03799 -0.12251 1 0	3.18	14
  1.03573 -0.103442 1 0	3.2	15
  1.03377 -0.092222 1 0	3.22	16
 1.03196 -0.08885 1 0	3.24	12
 1.03029 -0.07763 1 0	3.26	17
  1.02862 -0.089954 1 0	3.28	12
  1.02693 -0.078734 1 0	3.3	20
 1.02531 -0.08321 1 0	3.32	20
  1.02384 -0.064142 1 0	3.34	17
  1.02243 -0.076466 1 0	3.36	17
  1.02102 -0.065246 1 0	3.38	19
   1.0199 -0.046178 1 0	3.4	15
  1.01901 -0.042806 1 0	3.42	18
  1.01797 -0.060904 1 0	3.44	7
  1.01705 -0.031914 1 0	3.46	6
  1.01638 -0.034316 1 0	3.48	10
 1.01575 -0.02887 1 0	3.5	10
  1.01499 -0.046968 1 0	3.52	14
  1.01419 -0.033674 1 0	3.54	14
  1.01341 -0.043924 1 0	3.56	15
  1.01282 -0.014934 1 0	3.58	18
 1.01226 -0.04088 1 0	3.6	18
 1.01174 -0.01189 1 0	3.62	16
  1.01124 -0.037836 1 0	3.64	10
 1.01054 -0.03239 1 0	3.66	12
  1.00995 -0.026944 1 0	3.68	15
  1.00962 -0.005802 1 0	3.7	13
1.00932 -0.0239 1 0	3.72	18
  1.00882 -0.026302 1 0	3.74	17
  1.0085 -0.00516 1 0	3.76	16
  1.00822 -0.023258 1 0	3.78	17
  1.00797 -0.002116 1 0	3.8	17
  1.00782 -0.012366 1 0	3.82	14
  1.00739 -0.030464 1 0	3.84	16
 1.00692 -0.01717 1 0	3.86	16
  1.00671 -0.003876 1 0	3.88	11
  1.00661 -0.006278 1 0	3.9	14
  1.00653 -0.000832 1 0	3.92	15
  1.00626 -0.026778 1 0	3.94	10
  1.00585 -0.013484 1 0	3.96	15
  1.00564 -0.008038 1 0	3.98	17
 1.00561 0.005256 1 0	4	19
  1.00561 -0.004994 1 0	4.02	13
  1.00549 -0.007396 1 0	4.04	14
  1.00532 -0.009798 1 0	4.06	14
  1.00502 -0.020048 1 0	4.08	14
 1.00483 0.001094 1 0	4.1	21
  1.00467 -0.017004 1 0	4.12	10
  1.00431 -0.019406 1 0	4.14	15
  1.00405 -0.006112 1 0	4.16	9
  1.00399 -0.000666 1 0	4.18	15
  1.00395 -0.003068 1 0	4.2	11
 1.00386 -0.00547 1 0	4.22	12
 1.00389 0.007824 1 0	4.24	19
  1.00378 -0.018122 1 0	4.26	15
1.00363 0.00302 1 0	4.28	15
 1.00367 0.000618 1 0	4.3	19
 1.00374 0.006064 1 0	4.32	16
  1.00375 -0.004186 1 0	4.34	15
  1.00365 -0.006588 1 0	4.36	15
 1.00365 0.006706 1 0	4.38	17
   1.0036 -0.011392 1 0	4.4	17
  1.00335 -0.013794 1 0	4.42	18
 1.00325 0.004064 1 0	4.44	7
 1.00336 0.006226 1 0	4.46	7
  1.00319 -0.023004 1 0	4.48	12
  1.00283 -0.012994 1 0	4.5	11
  1.00267 -0.002984 1 0	4.52	11
 1.00255 -0.00867 1 0	4.54	11
   1.0024 -0.006508 1 0	4.56	15
  1.00221 -0.012194 1 0	4.58	17
  1.00199 -0.010032 1 0	4.6	13
  1.00189 -2.2e-005 1 0	4.62	16
  1.00175 -0.013556 1 0	4.64	13
 1.00166 0.004302 1 0	4.66	14
 1.00153 -0.01708 1 0	4.68	17
  1.00121 -0.014918 1 0	4.7	10
 1.00117 0.010788 1 0	4.72	14
  1.00125 -0.002746 1 0	4.74	16
 1.00129 0.007264 1 0	4.76	18
 1.00146 0.009426 1 0	4.78	15
  1.00152 -0.004108 1 0	4.8	16
1.00161 0.01375 1 0	4.82	18
 1.00175 0.000216 1 0	4.84	16
 1.00186 0.010226 1 0	4.86	12
 1.00208 0.012388 1 0	4.88	16
 1.00227 0.006702 1 0	4.9	11
 1.00219 -0.01468 1 0	4.92	10
