State,  Time, Number_of _Trial
0 0 0 0  1 -0  0  1	0	0
 0.000400066    0.0441013 9.86662e-005    0.0108001     0.9998 -0.0199987  0.0199987     0.9998	0.02	3
  0.0017001   0.0882107 0.000589333   0.0373001     0.9992 -0.0399893  0.0399893     0.9992	0.04	1
0.00390059   0.132336 0.00156401  0.0638006  0.998201 -0.059964  0.059964  0.998201	0.06	1
0.00700176   0.176485 0.00311469  0.0903018   0.996802 -0.0799147  0.0799147   0.996802	0.08	3
 0.0108042   0.204967 0.00523342   0.124604   0.995004 -0.0998334  0.0998334   0.995004	0.1	3
 0.0153087   0.249088 0.00811221   0.158909  0.992809 -0.119712  0.119712  0.992809	0.12	4
 0.020716  0.293257 0.0116431  0.193216  0.990216 -0.139543  0.139543  0.990216	0.14	4
0.0270273  0.337382 0.0158182  0.219727  0.987227 -0.159318  0.159318  0.987227	0.16	3
0.0342437   0.38157 0.0204296  0.238344 0.983844 -0.17903  0.17903 0.983844	0.18	2
0.0422666  0.425731 0.0253693  0.256967  0.980067 -0.198669  0.198669  0.980067	0.2	2
0.0511975   0.46987 0.0307296  0.275597 0.975897 -0.21823  0.21823 0.975897	0.22	2
 0.061038  0.513997 0.0364026  0.294238  0.971338 -0.237703  0.237703  0.971338	0.24	3
  0.07169  0.550319 0.0426806   0.32859   0.96639 -0.257081  0.257081   0.96639	0.26	3
0.0830555  0.586644 0.0495557  0.362955  0.961055 -0.276356  0.276356  0.961055	0.28	4
0.0952365   0.63078 0.0571202  0.397337 0.955337 -0.29552  0.29552 0.955337	0.3	4
 0.108335  0.674933 0.0653666  0.431635  0.949235 -0.314567  0.314567  0.949235	0.32	4
 0.122255  0.719113 0.0741871  0.450255  0.942755 -0.333487  0.333487  0.942755	0.34	7
 0.137097  0.763226 0.0835743  0.484597  0.935897 -0.352274  0.352274  0.935897	0.36	13
 0.152765  0.802679 0.0936205  0.523665  0.928665 -0.370921  0.370921  0.928665	0.38	4
0.169261 0.842082 0.104318 0.547061  0.921061 -0.389418  0.389418  0.921061	0.4	3
0.186489 0.881539 0.115661 0.586089  0.913089 -0.407761  0.407761  0.913089	0.42	4
0.204152  0.88956  0.12774 0.625152 0.904752 -0.42594  0.42594 0.904752	0.44	3
0.222353 0.928952 0.140648 0.664253  0.896052 -0.443948  0.443948  0.896052	0.46	4
0.241295 0.968421 0.154279 0.703295  0.886995 -0.461779  0.461779  0.886995	0.48	3
0.260782 0.976474 0.168726 0.742383  0.877582 -0.479426  0.479426  0.877582	0.5	3
0.280719  1.01592  0.18398 0.781419 0.867819 -0.49688  0.49688 0.867819	0.52	2
0.301309  1.03966 0.200036 0.820509  0.857709 -0.514136  0.514136  0.857709	0.54	2
0.322155  1.04771 0.216886 0.859555  0.847255 -0.531186  0.531186  0.847255	0.56	1
0.342763  1.00868 0.234424 0.890763  0.836463 -0.548024  0.548024  0.836463	0.58	2
0.362736 0.985357 0.252642 0.929836  0.825336 -0.564642  0.564642  0.825336	0.6	2
0.382078 0.946265 0.271635 0.968879  0.813878 -0.581035  0.581035  0.813878	0.62	2
0.400596 0.907205 0.291295   1.0001  0.802096 -0.597195  0.597195  0.802096	0.64	1
0.418392 0.868183 0.311617  1.03129  0.789992 -0.613117  0.613117  0.789992	0.66	3
0.435373 0.829107 0.332493  1.05467  0.777573 -0.628793  0.628793  0.777573	0.68	3
0.451542 0.790082 0.353818  1.07804  0.764842 -0.644218  0.644218  0.764842	0.7	2
0.466906 0.751015 0.375685  1.10921  0.751806 -0.659385  0.659385  0.751806	0.72	2
0.481569 0.719812 0.398188  1.14037  0.738469 -0.674288  0.674288  0.738469	0.74	2
0.495636 0.688579 0.421321  1.17154  0.724836 -0.688921  0.688921  0.724836	0.76	2
0.509014 0.649521 0.445179  1.21061  0.710914 -0.703279  0.703279  0.710914	0.78	1
0.521607 0.610444 0.469656  1.24181  0.696707 -0.717356  0.717356  0.696707	0.8	2
0.533421 0.571354 0.494646  1.25732  0.682221 -0.731146  0.731146  0.682221	0.82	1
0.544463 0.532257 0.520143  1.28856  0.667463 -0.744643  0.744643  0.667463	0.84	3
0.554738 0.493158 0.546042  1.30404  0.652438 -0.757842  0.757842  0.652438	0.86	2
0.564251 0.454061 0.571839  1.28035  0.637151 -0.770739  0.770739  0.637151	0.88	2
 0.57291 0.414973 0.597027  1.24091   0.62161 -0.783327  0.783327   0.62161	0.9	1
 0.58082 0.375899 0.621401  1.20152   0.60582 -0.795601  0.795601   0.60582	0.92	2
0.587988 0.336842 0.645158  1.17779  0.589788 -0.807558  0.807558  0.589788	0.94	1
 0.59432 0.297809 0.668491  1.15402   0.57352 -0.819191  0.819191   0.57352	0.96	2
0.599923 0.258803 0.691297  1.12242  0.557023 -0.830497  0.830497  0.557023	0.98	1
0.604703 0.219729 0.713471   1.0987  0.540303 -0.841471  0.841471  0.540303	1	2
0.608666 0.180692 0.735208  1.07497  0.523366 -0.852108  0.852108  0.523366	1.02	2
0.611921 0.141596 0.756504  1.05912  0.506221 -0.862404  0.862404  0.506221	1.04	3
0.614372 0.102545 0.777455  1.03537  0.488872 -0.872355  0.872355  0.488872	1.06	2
 0.616029 0.0635424  0.797958   1.01163  0.471329 -0.881958  0.881958  0.471329	1.08	2
