State,  Time, Number_of _Trial
0 0 0 0	0	0
-0.000138 -0.013792 0 0	0.02	11
-0.000316  -0.00404 0 0	0.04	10
-0.000142  0.021408 0 0	0.06	12
 -9e-006 -0.00808 0 0	0.08	15
0.000162 0.025216 0 0	0.1	16
 0.00045 0.003576 0 0	0.12	8
0.000619 0.013328 0 0	0.14	14
0.000591 -0.01616 0 0	0.16	19
0.000444  0.00144 0 0	0.18	21
 0.00057 0.011192 0 0	0.2	17
0.000512 -0.01697 0 0	0.22	9
0.000362 0.001956 0 0	0.24	10
0.000512 0.013034 0 0	0.26	15
 0.000413 -0.022976 0 0	0.28	13
 6.4e-005 -0.011898 0 0	0.3	13
1.5e-005 0.007028 0 0	0.32	22
 3.1e-005 -0.005438 0 0	0.34	23
-0.000202 -0.017904 0 0	0.36	22
-0.000528 -0.014674 0 0	0.38	17
-0.000475  0.019948 0 0	0.4	12
3.5e-005 0.031026 0 0	0.42	18
0.000374 0.002864 0 0	0.44	14
0.000464 0.006094 0 0	0.46	20
 0.000461 -0.006372 0 0	0.48	19
0.00068 0.02825 0 0	0.5	16
 0.00112 0.015784 0 0	0.52	9
0.001233 -0.00453 0 0	0.54	13
 0.00141 0.022244 0 0	0.56	16
 0.001573 -0.005918 0 0	0.58	12
  0.00133 -0.018384 0 0	0.6	10
 0.001073 -0.007306 0 0	0.62	9
 0.000881 -0.011924 0 0	0.64	17
 0.000753 -0.000846 0 0	0.66	17
  0.00069 -0.005464 0 0	0.68	16
 0.000613 -0.002234 0 0	0.7	22
 0.000522 -0.006852 0 0	0.72	19
0.000574 0.012074 0 0	0.74	15
 0.000691 -0.000392 0 0	0.76	16
0.000715 0.002838 0 0	0.78	21
0.000726 -0.00178 0 0	0.8	23
0.000723  0.00145 0 0	0.82	17
0.000941 0.020376 0 0	0.84	17
0.001381 0.023606 0 0	0.86	13
0.001807 0.018988 0 0	0.88	12
 0.001905 -0.009174 0 0	0.9	13
 0.001754 -0.005944 0 0	0.92	13
 0.001432 -0.026258 0 0	0.94	20
 0.001096 -0.007332 0 0	0.96	14
0.000903 -0.01195 0 0	0.98	16
0.000696 -0.00872 0 0	1	19
0.000474989   -0.013338 1 0	1.02	15
0.000633001    0.029132 1 0	1.04	7
0.00148302   0.055906 1 0	1.06	9
0.00286901    0.08268 1 0	1.08	9
0.00479001   0.109454 1 0	1.1	9
0.00716799    0.12838 1 0	1.12	10
0.010082 0.163002 1 0	1.14	7
0.013767 0.205472 1 0	1.16	8
0.018223 0.240094 1 0	1.18	6
0.023293 0.266868 1 0	1.2	9
0.028963 0.300115 1 0	1.22	8
0.035298 0.333362 1 0	1.24	6
0.042298 0.366609 1 0	1.26	8
0.049727 0.376312 1 0	1.28	9
0.057586 0.409559 1 0	1.3	8
0.065874 0.419262 1 0	1.32	9
0.074435 0.436813 1 0	1.34	9
0.083347 0.454364 1 0	1.36	9
0.092767 0.487611 1 0	1.38	6
0.102695 0.505162 1 0	1.4	9
0.112895 0.514865 1 0	1.42	10
0.123525 0.548112 1 0	1.44	8
0.134506 0.549967 1 0	1.46	10
0.145681 0.567518 1 0	1.48	9
0.157364 0.600765 1 0	1.5	8
0.169712 0.634012 1 0	1.52	7
0.182411 0.635867 1 0	1.54	10
0.195461 0.669114 1 0	1.56	8
0.208862 0.670969 1 0	1.58	10
0.222143 0.657128 1 0	1.6	5
 0.23554 0.682527 1 0	1.62	8
0.249523 0.715774 1 0	1.64	8
0.264171 0.749021 1 0	1.66	7
0.279248 0.758724 1 0	1.68	9
0.294755 0.791971 1 0	1.7	8
 0.31077 0.809522 1 0	1.72	8
0.327136 0.827073 1 0	1.74	9
0.343853 0.844624 1 0	1.76	9
0.361078 0.877871 1 0	1.78	8
0.378732 0.887574 1 0	1.8	9
0.396816 0.920821 1 0	1.82	8
0.415251 0.922676 1 0	1.84	10
0.434037 0.955923 1 0	1.86	6
0.453488  0.98917 1 0	1.88	6
0.473447  1.00672 1 0	1.9	9
0.493914  1.03997 1 0	1.92	8
0.514967  1.06537 1 0	1.94	6
0.53645 1.08292 1 0	1.96	9
0.558205  1.09262 1 0	1.98	10
0.580233  1.11017 1 0	2	9
0.60269 1.13557 1 0	2.02	8
0.625341  1.12958 1 0	2.04	8
0.647951  1.13143 1 0	2.06	5
0.670441  1.11759 1 0	2.08	4
0.69234 1.07236 1 0	2.1	7
0.713727  1.06637 1 0	2.12	8
0.734994  1.06037 1 0	2.14	8
0.756141  1.05438 1 0	2.16	8
0.776776  1.00915 1 0	2.18	7
0.796899  1.00315 1 0	2.2	8
0.817048  1.01175 1 0	2.22	7
0.83729  1.0125 1 0	2.24	8
0.857626   1.0211 1 0	2.26	5
0.877741 0.990454 1 0	2.28	8
0.897322 0.967659 1 0	2.3	8
0.916447 0.944864 1 0	2.32	8
0.935116 0.922069 1 0	2.34	9
0.953408 0.907122 1 0	2.36	10
0.971166 0.868631 1 0	2.38	8
0.988468 0.861532 1 0	2.4	10
 1.00531 0.823041 1 0	2.42	8
 1.02155 0.800246 1 0	2.44	8
 1.03732 0.777451 1 0	2.46	9
 1.05264 0.754656 1 0	2.48	9
 1.06735 0.716165 1 0	2.5	8
 1.08153 0.701218 1 0	2.52	9
 1.09532 0.678423 1 0	2.54	9
 1.10851 0.639932 1 0	2.56	8
 1.12116 0.624985 1 0	2.58	9
 1.13327 0.586494 1 0	2.6	8
 1.14493 0.579395 1 0	2.62	10
 1.15613 0.540904 1 0	2.64	8
 1.16688 0.533805 1 0	2.66	10
1.17733 0.51101 1 0	2.68	9
 1.18716 0.472519 1 0	2.7	8
 1.19662 0.473268 1 0	2.72	11
  1.2057 0.434777 1 0	2.74	6
 1.21409 0.404134 1 0	2.76	7
 1.22195 0.381339 1 0	2.78	9
 1.22919 0.342848 1 0	2.8	8
 1.23597 0.335749 1 0	2.82	10
 1.24246 0.312954 1 0	2.84	9
 1.24833 0.274463 1 0	2.86	8
 1.25359 0.251668 1 0	2.88	8
  1.2584 0.228873 1 0	2.9	9
1.26267 0.19823 1 0	2.92	7
 1.26633 0.167587 1 0	2.94	7
  1.2693 0.129096 1 0	2.96	8
 1.27181 0.121997 1 0	2.98	10
 1.27386 0.083506 1 0	3	8
 1.27538 0.068559 1 0	3.02	9
 1.27637 0.030068 1 0	3.04	8
 1.27682 0.015121 1 0	3.06	9
   1.2769 -0.007674 1 0	3.08	9
  1.27636 -0.046165 1 0	3.1	8
  1.27528 -0.061112 1 0	3.12	9
  1.27368 -0.099603 1 0	3.14	8
   1.2713 -0.138094 1 0	3.16	7
  1.26823 -0.168737 1 0	3.18	6
  1.26447 -0.207228 1 0	3.2	6
  1.25996 -0.243915 1 0	3.22	8
  1.25479 -0.272754 1 0	3.24	7
  1.24897 -0.309441 1 0	3.26	8
  1.24242 -0.346128 1 0	3.28	7
  1.23536 -0.359271 1 0	3.3	9
 1.22789 -0.38811 1 0	3.32	7
  1.21976 -0.424797 1 0	3.34	8
  1.21129 -0.422244 1 0	3.36	11
  1.20256 -0.451083 1 0	3.38	7
 1.19317 -0.48777 1 0	3.4	6
  1.18312 -0.516609 1 0	3.42	8
 1.17297 -0.49836 1 0	3.44	10
  1.16319 -0.480111 1 0	3.46	10
 1.15369 -0.46971 1 0	3.48	9
  1.14471 -0.427917 1 0	3.5	6
   1.1361 -0.433212 1 0	3.52	7
  1.12739 -0.438507 1 0	3.54	7
  1.11904 -0.396714 1 0	3.56	6
   1.1112 -0.386313 1 0	3.58	9
  1.1039 -0.34452 1 0	3.6	6
  1.09703 -0.341967 1 0	3.62	8
  1.09022 -0.339414 1 0	3.64	8
  1.08345 -0.336861 1 0	3.66	8
  1.07674 -0.334308 1 0	3.68	8
     1.07 -0.339603 1 0	3.7	7
 1.06324 -0.33705 1 0	3.72	8
  1.05644 -0.342345 1 0	3.74	6
 1.04954 -0.34764 1 0	3.76	6
  1.04262 -0.345087 1 0	3.78	5
  1.03613 -0.303294 1 0	3.8	7
  1.03025 -0.285045 1 0	3.82	9
  1.02473 -0.266796 1 0	3.84	9
  1.01966 -0.240699 1 0	3.86	8
  1.01526 -0.198906 1 0	3.88	8
  1.01131 -0.196353 1 0	3.9	11
  1.00772 -0.162408 1 0	3.92	7
  1.00481 -0.128463 1 0	3.94	7
  1.00258 -0.094518 1 0	3.96	7
  1.00087 -0.076269 1 0	3.98	10
 0.999609 -0.050172 1 0	4	9
 0.998945 -0.016227 1 0	4.02	12
 0.998724 -0.005826 1 0	4.04	18
0.998868 0.020271 1 0	4.06	16
 0.998985 -0.008568 1 0	4.08	18
 0.998839 -0.006015 1 0	4.1	11
 0.998587 -0.019158 1 0	4.12	18
 0.998308 -0.008757 1 0	4.14	13
0.998472 0.025188 1 0	4.16	18
0.998766 0.004197 1 0	4.18	15
0.998954 0.014598 1 0	4.2	18
0.999307 0.020671 1 0	4.22	15
0.999624 0.011048 1 0	4.24	8
 0.999592 -0.014271 1 0	4.26	12
  0.99921 -0.023894 1 0	4.28	16
 0.998793 -0.017821 1 0	4.3	13
 0.998497 -0.011748 1 0	4.32	13
0.998401 0.002173 1 0	4.34	13
0.998427 0.000398 1 0	4.36	17
 0.998339 -0.009225 1 0	4.38	20
 0.998058 -0.018848 1 0	4.4	16
0.998056 0.018617 1 0	4.42	7
 0.998018 -0.022398 1 0	4.44	17
0.997945 0.015067 1 0	4.46	11
 0.99815 0.005444 1 0	4.48	18
 0.99832 0.011517 1 0	4.5	11
 0.99869 0.025438 1 0	4.52	14
0.999259 0.031511 1 0	4.54	7
0.999872 0.029736 1 0	4.56	10
  1.00013 -0.003431 1 0	4.58	8
 1.00028 0.018338 1 0	4.6	13
 1.00056 0.008715 1 0	4.62	11
   1.0004 -0.024452 1 0	4.64	10
 1.00021 0.005165 1 0	4.66	16
1.00029 0.00339 1 0	4.68	10
  1.00003 -0.029777 1 0	4.7	17
 0.999492 -0.023704 1 0	4.72	12
 0.998922 -0.033327 1 0	4.74	11
 0.99863 0.004138 1 0	4.76	6
 0.99893 0.025907 1 0	4.78	10
0.999273 0.008436 1 0	4.8	11
0.999424 0.006661 1 0	4.82	14
0.999618 0.012734 1 0	4.84	16
0.999855 0.010959 1 0	4.86	18
 0.999743 -0.022208 1 0	4.88	17
0.999595 0.007409 1 0	4.9	10
0.999882  0.02133 1 0	4.92	14
  1.00005 -0.003989 1 0	4.94	12
1.00019 0.01778 1 0	4.96	14
 1.00045 0.008157 1 0	4.98	15
  1.00036 -0.017162 1 0	5	21
        1 -0.018937 1 0	5.02	21
